glass_name,filter_mode,property_mode,matched_sciglass_id,distance,predicted_composition,composition_std,glass_family,composition_completeness,physically_plausible,recon_method,n_neighbors_used,composition_exp_weight,composition_idw,composition_cluster_kmeans,scenario
N-LASF45,adaptive,B,847400066500,0.009835567852984853,SIO2=22.41; B2O3=18.61; CAO=26.65; Li2O=6.04; MgO=1.06; SRO=0.52; ZRO2=3.03; TIO2=11.16; RO=28.90; R2O=6.19; R2O3=24.24; RO2=14.19; R2O5=4.07; RmOn=100.00,"{""SIO2"": 13.646, ""AL2O3"": 0.598, ""B2O3"": 13.443, ""CAO"": 8.754, ""K2O"": 0.41, ""NA2O"": 0.618, ""PBO"": 0.0, ""Li2O"": 8.674, ""MgO"": 2.014, ""SRO"": 1.685, ""BAO"": 0.651, ""ZNO"": 1.115, ""P2O5"": 0.678, ""GEO2"": 0.0, ""ZRO2"": 1.519, ""TIO2"": 3.139, ""TEO2"": 0.0, ""RO"": 9.511, ""FemOn"": 0.0, ""R2O"": 8.49, ""R2O3"": 14.109, ""RO2"": 3.697, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 1.956, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=22.14; B2O3=18.76; CAO=26.07; Li2O=6.72; MgO=0.97; SRO=0.56; ZRO2=2.94; TIO2=11.20; RO=28.28; R2O=6.90; R2O3=24.47; RO2=14.14; R2O5=4.07; RmOn=100.00,SIO2=22.41; B2O3=18.61; CAO=26.65; Li2O=6.04; MgO=1.06; SRO=0.52; ZRO2=3.03; TIO2=11.16; RO=28.90; R2O=6.19; R2O3=24.24; RO2=14.19; R2O5=4.07; RmOn=100.00,SIO2=22.75; B2O3=20.76; CAO=29.21; MgO=1.56; SRO=0.95; ZRO2=3.35; TIO2=12.42; RO=32.11; R2O3=26.07; RO2=15.78; R2O5=3.29; RmOn=100.00,adaptive_B
N-LAF21,adaptive,B,2980700400283,0.036979342618338,SIO2=6.94; AL2O3=0.79; B2O3=44.81; BAO=1.77; ZNO=3.08; P2O5=0.89; ZRO2=5.53; RO=6.96; R2O3=71.14; RO2=5.96; R2O5=2.87; RmOn=94.64,"{""SIO2"": 4.565, ""AL2O3"": 3.218, ""B2O3"": 12.048, ""CAO"": 0.0, ""K2O"": 0.09, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 0.642, ""MgO"": 0.0, ""SRO"": 0.382, ""BAO"": 8.91, ""ZNO"": 2.525, ""P2O5"": 5.367, ""GEO2"": 0.0, ""ZRO2"": 2.71, ""TIO2"": 1.11, ""TEO2"": 0.0, ""RO"": 9.735, ""FemOn"": 0.0, ""R2O"": 0.638, ""R2O3"": 15.77, ""RO2"": 2.693, ""RO3"": 0.449, ""RO4"": 0.0, ""R2O5"": 9.596, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 8.55, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=6.92; AL2O3=0.79; B2O3=44.78; BAO=1.76; ZNO=3.05; P2O5=0.88; ZRO2=5.53; RO=6.93; R2O3=71.17; RO2=5.96; R2O5=2.85; RmOn=94.58,SIO2=6.94; AL2O3=0.79; B2O3=44.81; BAO=1.77; ZNO=3.08; P2O5=0.89; ZRO2=5.53; RO=6.96; R2O3=71.14; RO2=5.96; R2O5=2.87; RmOn=94.64,SIO2=4.65; B2O3=48.53; BAO=0.55; ZNO=2.92; ZRO2=6.87; RO=3.78; R2O3=82.21; RO2=7.06; R2O5=1.82; RmOn=100.00,adaptive_B
N-LAF33,adaptive,B,3481900409513,0.02342862276047672,SIO2=6.14; AL2O3=1.62; B2O3=38.11; CAO=2.72; Li2O=1.01; BAO=0.84; ZNO=13.33; ZRO2=2.61; TIO2=1.24; RO=20.22; R2O=1.01; R2O3=64.82; RO2=4.06; RO3=0.61; R2O5=1.92; RmOn=99.16,"{""SIO2"": 7.18, ""AL2O3"": 3.027, ""B2O3"": 12.439, ""CAO"": 7.597, ""K2O"": 0.0, ""NA2O"": 0.0, ""PBO"": 0.0, ""Li2O"": 2.213, ""MgO"": 0.0, ""SRO"": 0.464, ""BAO"": 3.069, ""ZNO"": 16.765, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 2.586, ""TIO2"": 3.053, ""TEO2"": 1.118, ""RO"": 17.3, ""FemOn"": 0.0, ""R2O"": 2.213, ""R2O3"": 16.82, ""RO2"": 3.107, ""RO3"": 1.388, ""RO4"": 0.0, ""R2O5"": 1.222, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 1.761, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=5.94; AL2O3=1.82; B2O3=37.45; CAO=2.99; Li2O=1.04; BAO=0.94; ZNO=11.88; ZRO2=2.59; TIO2=1.40; RO=19.50; R2O=1.04; R2O3=65.36; RO2=4.23; RO3=0.68; R2O5=1.90; RmOn=99.06,SIO2=6.14; AL2O3=1.62; B2O3=38.11; CAO=2.72; Li2O=1.01; BAO=0.84; ZNO=13.33; ZRO2=2.61; TIO2=1.24; RO=20.22; R2O=1.01; R2O3=64.82; RO2=4.06; RO3=0.61; R2O5=1.92; RmOn=99.16,SIO2=7.27; AL2O3=0.76; B2O3=43.46; CAO=3.56; Li2O=1.21; BAO=1.10; ZNO=13.44; ZRO2=2.57; TIO2=1.05; RO=22.18; R2O=1.21; R2O3=61.81; RO2=3.90; R2O5=2.03; RmOn=98.90,adaptive_B
N-SF11,adaptive,B,849000066692,0.020177596116468903,SIO2=36.17; B2O3=1.23; CAO=1.07; K2O=6.30; NA2O=14.29; Li2O=0.53; BAO=3.28; P2O5=1.90; GEO2=1.24; TIO2=25.91; RO=4.43; R2O=21.86; R2O3=1.42; RO2=27.24; R2O5=8.60; RmOn=99.88,"{""SIO2"": 16.177, ""AL2O3"": 0.209, ""B2O3"": 4.167, ""CAO"": 1.18, ""K2O"": 5.431, ""NA2O"": 4.74, ""PBO"": 0.05, ""Li2O"": 1.825, ""MgO"": 0.0, ""SRO"": 0.517, ""BAO"": 3.064, ""ZNO"": 0.0, ""P2O5"": 7.928, ""GEO2"": 2.696, ""ZRO2"": 0.137, ""TIO2"": 7.44, ""TEO2"": 0.0, ""RO"": 3.654, ""FemOn"": 0.0, ""R2O"": 8.014, ""R2O3"": 4.13, ""RO2"": 9.164, ""RO3"": 0.391, ""RO4"": 0.0, ""R2O5"": 12.624, ""RF"": 0.443, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.443, ""RmOn"": 0.443, ""RmNn"": 0.0}",heavy flint,1.0,False,idw,20,SIO2=35.29; B2O3=1.32; CAO=1.00; K2O=6.47; NA2O=14.46; Li2O=0.56; BAO=3.14; P2O5=2.14; GEO2=1.36; TIO2=26.01; RO=4.23; R2O=22.30; R2O3=1.50; RO2=27.45; R2O5=8.94; RmOn=99.87,SIO2=36.17; B2O3=1.23; CAO=1.07; K2O=6.30; NA2O=14.29; Li2O=0.53; BAO=3.28; P2O5=1.90; GEO2=1.24; TIO2=25.91; RO=4.43; R2O=21.86; R2O3=1.42; RO2=27.24; R2O5=8.60; RmOn=99.88,SIO2=43.41; B2O3=1.68; CAO=1.47; K2O=4.68; NA2O=12.83; BAO=4.00; TIO2=24.92; RO=5.59; R2O=18.06; R2O3=1.89; RO2=25.05; R2O5=5.62; RmOn=99.83,adaptive_B
SF11,adaptive,B,381400110723,0.00458211132898648,SIO2=39.00; AL2O3=1.42; B2O3=2.09; K2O=2.65; NA2O=6.07; PBO=18.66; Li2O=3.43; BAO=1.64; ZNO=1.63; P2O5=4.13; GEO2=2.14; TIO2=7.87; RO=22.60; R2O=12.15; R2O3=3.75; RO2=10.26; RO3=3.18; R2O5=9.06; RmOn=100.00,"{""SIO2"": 22.303, ""AL2O3"": 0.643, ""B2O3"": 5.956, ""CAO"": 1.624, ""K2O"": 3.741, ""NA2O"": 8.126, ""PBO"": 12.156, ""Li2O"": 7.02, ""MgO"": 2.239, ""SRO"": 0.206, ""BAO"": 4.604, ""ZNO"": 7.473, ""P2O5"": 11.045, ""GEO2"": 13.586, ""ZRO2"": 1.139, ""TIO2"": 6.859, ""TEO2"": 0.0, ""RO"": 12.97, ""FemOn"": 0.0, ""R2O"": 10.421, ""R2O3"": 5.778, ""RO2"": 13.011, ""RO3"": 9.093, ""RO4"": 0.0, ""R2O5"": 13.753, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",heavy flint,1.0,False,idw,20,SIO2=25.75; B2O3=3.63; CAO=0.53; K2O=4.59; NA2O=9.83; PBO=7.85; Li2O=5.93; MgO=0.56; BAO=2.86; ZNO=2.82; P2O5=7.17; GEO2=3.73; TIO2=9.63; RO=14.69; R2O=20.35; R2O3=4.18; RO2=13.79; RO3=5.52; R2O5=15.72; RmOn=100.00,SIO2=39.00; AL2O3=1.42; B2O3=2.09; K2O=2.65; NA2O=6.07; PBO=18.66; Li2O=3.43; BAO=1.64; ZNO=1.63; P2O5=4.13; GEO2=2.14; TIO2=7.87; RO=22.60; R2O=12.15; R2O3=3.75; RO2=10.26; RO3=3.18; R2O5=9.06; RmOn=100.00,SIO2=54.35; AL2O3=2.48; NA2O=1.09; PBO=32.62; BAO=0.99; GEO2=2.65; TIO2=4.82; RO=33.61; R2O=1.43; R2O3=2.91; RO2=7.47; RmOn=100.00,adaptive_B
SF56A,adaptive,B,2823100362595,0.014955499210096623,SIO2=43.85; B2O3=0.72; K2O=1.52; NA2O=4.26; PBO=29.33; Li2O=2.29; BAO=1.86; P2O5=4.02; GEO2=4.70; TIO2=1.77; RO=31.20; R2O=8.07; R2O3=1.48; RO2=6.55; RO3=3.34; R2O5=5.52; RmOn=100.00,"{""SIO2"": 27.764, ""AL2O3"": 0.65, ""B2O3"": 2.099, ""CAO"": 0.0, ""K2O"": 1.393, ""NA2O"": 7.503, ""PBO"": 16.722, ""Li2O"": 5.747, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 4.895, ""ZNO"": 0.0, ""P2O5"": 9.82, ""GEO2"": 15.546, ""ZRO2"": 0.445, ""TIO2"": 3.022, ""TEO2"": 0.0, ""RO"": 12.977, ""FemOn"": 0.0, ""R2O"": 12.42, ""R2O3"": 4.118, ""RO2"": 15.551, ""RO3"": 10.815, ""RO4"": 0.0, ""R2O5"": 13.657, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",flint,1.0,False,idw,20,SIO2=41.62; B2O3=0.86; K2O=1.46; NA2O=4.73; PBO=28.06; Li2O=2.72; BAO=2.21; P2O5=4.78; GEO2=5.03; TIO2=1.83; RO=30.27; R2O=8.91; R2O3=1.74; RO2=6.94; RO3=3.97; R2O5=6.55; RmOn=100.00,SIO2=43.85; B2O3=0.72; K2O=1.52; NA2O=4.26; PBO=29.33; Li2O=2.29; BAO=1.86; P2O5=4.02; GEO2=4.70; TIO2=1.77; RO=31.20; R2O=8.07; R2O3=1.48; RO2=6.55; RO3=3.34; R2O5=5.52; RmOn=100.00,SIO2=58.67; K2O=1.80; NA2O=0.69; PBO=37.62; TIO2=0.90; RO=37.62; R2O=2.50; RO2=0.99; RmOn=100.00,adaptive_B
N-LAF34,adaptive,B,2852200365620,0.0012436744581531467,SIO2=10.02; B2O3=52.55; ZNO=4.53; ZRO2=7.44; RO=5.05; R2O3=75.93; RO2=7.74; R2O5=0.87; RmOn=99.68,"{""SIO2"": 3.466, ""AL2O3"": 0.0, ""B2O3"": 11.952, ""CAO"": 0.0, ""K2O"": 0.58, ""NA2O"": 0.138, ""PBO"": 0.0, ""Li2O"": 0.125, ""MgO"": 0.354, ""SRO"": 0.377, ""BAO"": 8.906, ""ZNO"": 3.225, ""P2O5"": 5.367, ""GEO2"": 0.0, ""ZRO2"": 2.671, ""TIO2"": 0.378, ""TEO2"": 0.0, ""RO"": 8.716, ""FemOn"": 0.0, ""R2O"": 0.591, ""R2O3"": 15.051, ""RO2"": 2.665, ""RO3"": 0.066, ""RO4"": 0.0, ""R2O5"": 9.628, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 5.822, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=8.00; B2O3=51.91; BAO=1.30; ZNO=3.79; P2O5=0.65; ZRO2=6.92; RO=5.27; R2O3=76.19; RO2=7.06; R2O5=2.09; RmOn=98.82,SIO2=10.02; B2O3=52.55; ZNO=4.53; ZRO2=7.44; RO=5.05; R2O3=75.93; RO2=7.74; R2O5=0.87; RmOn=99.68,SIO2=10.29; B2O3=53.36; ZNO=4.70; ZRO2=7.54; RO=4.90; R2O3=76.41; RO2=7.85; RmOn=100.00,adaptive_B
N-SF14,adaptive,B,3546600425758,0.021499468006198,SIO2=32.44; B2O3=2.60; CAO=0.98; K2O=9.78; NA2O=12.38; Li2O=2.06; BAO=2.25; P2O5=2.47; GEO2=1.64; TIO2=26.96; RO=3.68; R2O=24.40; R2O3=2.62; RO2=28.94; R2O5=7.55; RmOn=100.00,"{""SIO2"": 13.991, ""AL2O3"": 0.0, ""B2O3"": 5.742, ""CAO"": 1.679, ""K2O"": 6.437, ""NA2O"": 6.819, ""PBO"": 0.0, ""Li2O"": 11.339, ""MgO"": 0.0, ""SRO"": 0.816, ""BAO"": 2.543, ""ZNO"": 0.588, ""P2O5"": 6.974, ""GEO2"": 2.005, ""ZRO2"": 0.932, ""TIO2"": 7.269, ""TEO2"": 0.0, ""RO"": 3.233, ""FemOn"": 0.0, ""R2O"": 9.163, ""R2O3"": 5.743, ""RO2"": 8.339, ""RO3"": 1.151, ""RO4"": 0.0, ""R2O5"": 10.828, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",heavy flint,1.0,False,idw,20,SIO2=34.56; B2O3=2.78; CAO=1.08; K2O=8.73; NA2O=12.05; Li2O=2.31; BAO=2.49; P2O5=2.17; GEO2=1.16; TIO2=26.28; RO=4.04; R2O=23.31; R2O3=2.81; RO2=27.81; R2O5=7.05; RmOn=100.00,SIO2=32.44; B2O3=2.60; CAO=0.98; K2O=9.78; NA2O=12.38; Li2O=2.06; BAO=2.25; P2O5=2.47; GEO2=1.64; TIO2=26.96; RO=3.68; R2O=24.40; R2O3=2.62; RO2=28.94; R2O5=7.55; RmOn=100.00,SIO2=11.27; K2O=20.61; NA2O=15.66; P2O5=5.49; GEO2=6.50; TIO2=32.81; R2O=36.27; RO2=39.30; R2O5=13.15; RmOn=100.00,adaptive_B
P-LAF37,adaptive,B,3053100401245,0.02364016667050669,SIO2=11.93; B2O3=33.25; CAO=0.70; NA2O=1.60; Li2O=9.31; ZNO=23.36; ZRO2=1.52; TIO2=1.13; RO=24.31; R2O=10.96; R2O3=46.01; RO2=2.65; RO3=1.72; R2O5=1.27; RF=0.91; RHaln=1.15; RmOn=98.85,"{""SIO2"": 8.095, ""AL2O3"": 0.158, ""B2O3"": 5.563, ""CAO"": 0.916, ""K2O"": 0.136, ""NA2O"": 1.807, ""PBO"": 0.0, ""Li2O"": 3.52, ""MgO"": 1.125, ""SRO"": 0.172, ""BAO"": 0.0, ""ZNO"": 11.298, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 1.473, ""TIO2"": 1.338, ""TEO2"": 0.0, ""RO"": 11.023, ""FemOn"": 0.0, ""R2O"": 4.725, ""R2O3"": 3.667, ""RO2"": 1.595, ""RO3"": 2.46, ""RO4"": 0.0, ""R2O5"": 1.168, ""RF"": 4.646, ""RF2"": 1.189, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 5.835, ""RmOn"": 5.835, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=11.64; B2O3=33.37; CAO=0.61; NA2O=1.48; Li2O=9.26; ZNO=23.82; ZRO2=1.52; TIO2=1.08; RO=24.69; R2O=10.79; R2O3=46.00; RO2=2.59; RO3=1.77; R2O5=1.27; RF=1.00; RHaln=1.25; RmOn=98.75,SIO2=11.93; B2O3=33.25; CAO=0.70; NA2O=1.60; Li2O=9.31; ZNO=23.36; ZRO2=1.52; TIO2=1.13; RO=24.31; R2O=10.96; R2O3=46.01; RO2=2.65; RO3=1.72; R2O5=1.27; RF=0.91; RHaln=1.15; RmOn=98.85,SIO2=20.26; B2O3=28.48; CAO=1.65; NA2O=3.79; Li2O=11.23; ZNO=13.18; ZRO2=0.81; TIO2=2.67; RO=14.96; R2O=15.13; R2O3=44.72; RO2=3.49; R2O5=1.44; RmOn=100.00,adaptive_B
SF4,adaptive,B,2619800198756,0.0007691720726841996,SIO2=59.34; K2O=2.74; NA2O=1.19; PBO=35.36; RO=35.40; R2O=4.06; RmOn=99.99,"{""SIO2"": 22.374, ""AL2O3"": 0.323, ""B2O3"": 1.825, ""CAO"": 0.0, ""K2O"": 1.656, ""NA2O"": 6.164, ""PBO"": 11.14, ""Li2O"": 2.968, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.797, ""ZNO"": 0.209, ""P2O5"": 8.475, ""GEO2"": 13.597, ""ZRO2"": 0.551, ""TIO2"": 3.136, ""TEO2"": 0.0, ""RO"": 10.218, ""FemOn"": 0.0, ""R2O"": 9.796, ""R2O3"": 3.734, ""RO2"": 13.703, ""RO3"": 2.978, ""RO4"": 0.0, ""R2O5"": 9.803, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.397, ""RmNn"": 0.0}",flint,1.0,False,idw,20,SIO2=56.10; K2O=2.86; NA2O=1.23; PBO=34.63; Li2O=0.54; P2O5=1.26; GEO2=1.33; RO=34.78; R2O=4.64; R2O3=0.66; RO2=1.83; R2O5=1.49; RmOn=99.96,SIO2=59.34; K2O=2.74; NA2O=1.19; PBO=35.36; RO=35.40; R2O=4.06; RmOn=99.99,SIO2=60.36; K2O=2.70; NA2O=0.98; PBO=35.79; RO=35.79; R2O=3.70; RmOn=99.99,adaptive_B
N-SF4,adaptive,B,849000066684,0.002971736537230298,SIO2=37.79; B2O3=3.64; CAO=1.77; K2O=5.68; NA2O=13.55; Li2O=1.58; BAO=3.11; P2O5=1.53; TIO2=25.82; RO=5.51; R2O=21.04; R2O3=3.68; RO2=26.51; R2O5=5.18; RmOn=100.00,"{""SIO2"": 15.636, ""AL2O3"": 0.0, ""B2O3"": 6.676, ""CAO"": 1.731, ""K2O"": 6.075, ""NA2O"": 10.851, ""PBO"": 0.0, ""Li2O"": 11.326, ""MgO"": 0.0, ""SRO"": 0.76, ""BAO"": 2.733, ""ZNO"": 2.071, ""P2O5"": 8.592, ""GEO2"": 2.005, ""ZRO2"": 0.932, ""TIO2"": 9.192, ""TEO2"": 0.0, ""RO"": 3.729, ""FemOn"": 0.0, ""R2O"": 10.879, ""R2O3"": 6.673, ""RO2"": 10.239, ""RO3"": 1.16, ""RO4"": 0.0, ""R2O5"": 14.688, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",heavy flint,1.0,False,idw,20,SIO2=34.15; B2O3=4.71; CAO=1.21; K2O=7.09; NA2O=12.42; Li2O=3.18; BAO=2.39; P2O5=2.81; GEO2=0.64; TIO2=24.32; RO=4.42; R2O=23.14; R2O3=4.73; RO2=25.42; R2O5=7.75; RmOn=100.00,SIO2=37.79; B2O3=3.64; CAO=1.77; K2O=5.68; NA2O=13.55; Li2O=1.58; BAO=3.11; P2O5=1.53; TIO2=25.82; RO=5.51; R2O=21.04; R2O3=3.68; RO2=26.51; R2O5=5.18; RmOn=100.00,SIO2=40.62; B2O3=3.97; CAO=1.93; K2O=5.11; NA2O=13.15; Li2O=0.65; BAO=3.39; TIO2=26.43; RO=6.01; R2O=19.15; R2O3=4.02; RO2=26.84; R2O5=3.04; RmOn=100.00,adaptive_B
N-LAK33B,adaptive,B,3483700419576,0.017342780098105564,SIO2=5.17; AL2O3=1.72; B2O3=59.54; CAO=2.58; MgO=0.67; ZNO=1.07; ZRO2=2.09; RO=6.14; R2O3=86.27; RO2=2.18; RmOn=100.00,"{""SIO2"": 9.253, ""AL2O3"": 6.239, ""B2O3"": 17.466, ""CAO"": 3.263, ""K2O"": 0.0, ""NA2O"": 0.16, ""PBO"": 0.0, ""Li2O"": 0.195, ""MgO"": 2.715, ""SRO"": 0.602, ""BAO"": 0.552, ""ZNO"": 1.821, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 2.912, ""TIO2"": 0.378, ""TEO2"": 0.0, ""RO"": 5.638, ""FemOn"": 0.0, ""R2O"": 0.239, ""R2O3"": 10.54, ""RO2"": 3.08, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.52, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=5.67; AL2O3=1.91; B2O3=59.18; CAO=1.70; MgO=0.74; ZNO=1.15; ZRO2=2.25; RO=5.59; R2O3=86.13; RO2=2.35; RmOn=100.00,SIO2=5.17; AL2O3=1.72; B2O3=59.54; CAO=2.58; MgO=0.67; ZNO=1.07; ZRO2=2.09; RO=6.14; R2O3=86.27; RO2=2.18; RmOn=100.00,B2O3=68.46; CAO=3.55; MgO=1.02; ZRO2=0.61; RO=7.43; R2O3=91.64; RO2=0.61; RmOn=100.00,adaptive_B
N-LAF7,adaptive,B,2415700192302,0.04742775111864869,SIO2=26.19; AL2O3=0.75; B2O3=18.23; CAO=9.26; NA2O=1.71; Li2O=1.85; MgO=0.52; SRO=6.02; BAO=10.25; ZNO=4.91; GEO2=0.50; ZRO2=1.10; TIO2=12.50; RO=30.95; R2O=3.82; R2O3=21.77; RO2=14.10; R2O5=3.15; RmOn=99.99,"{""SIO2"": 15.077, ""AL2O3"": 2.922, ""B2O3"": 10.64, ""CAO"": 10.052, ""K2O"": 0.751, ""NA2O"": 2.336, ""PBO"": 0.0, ""Li2O"": 5.137, ""MgO"": 2.53, ""SRO"": 10.638, ""BAO"": 9.615, ""ZNO"": 7.559, ""P2O5"": 0.669, ""GEO2"": 2.841, ""ZRO2"": 1.273, ""TIO2"": 5.054, ""TEO2"": 0.0, ""RO"": 6.762, ""FemOn"": 0.0, ""R2O"": 5.806, ""R2O3"": 12.543, ""RO2"": 5.679, ""RO3"": 0.042, ""RO4"": 0.0, ""R2O5"": 3.319, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.066, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.066, ""RmOn"": 0.066, ""RmNn"": 0.0}",heavy flint,1.0,False,idw,20,SIO2=26.30; AL2O3=0.80; B2O3=17.95; CAO=9.82; NA2O=1.57; Li2O=1.97; MgO=0.56; SRO=5.73; BAO=9.97; ZNO=4.78; GEO2=0.54; ZRO2=1.06; TIO2=12.70; RO=30.86; R2O=3.81; R2O3=21.71; RO2=14.31; R2O5=2.99; RmOn=99.99,SIO2=26.19; AL2O3=0.75; B2O3=18.23; CAO=9.26; NA2O=1.71; Li2O=1.85; MgO=0.52; SRO=6.02; BAO=10.25; ZNO=4.91; GEO2=0.50; ZRO2=1.10; TIO2=12.50; RO=30.95; R2O=3.82; R2O3=21.77; RO2=14.10; R2O5=3.15; RmOn=99.99,SIO2=36.82; B2O3=10.85; CAO=6.04; NA2O=2.84; SRO=0.59; BAO=16.48; ZNO=7.84; ZRO2=1.14; TIO2=12.79; RO=30.94; R2O=3.02; R2O3=12.92; RO2=13.93; R2O5=2.36; RmOn=100.00,adaptive_B
