glass_name,filter_mode,property_mode,matched_sciglass_id,distance,predicted_composition,composition_std,glass_family,composition_completeness,physically_plausible,recon_method,n_neighbors_used,composition_exp_weight,composition_idw,composition_cluster_kmeans,scenario
P-SK57,adaptive,B,3110100402632,0.012505429157548474,SIO2=48.96; AL2O3=2.53; B2O3=14.89; CAO=1.61; NA2O=1.86; Li2O=16.72; SRO=1.47; BAO=7.59; ZNO=3.40; RO=14.07; R2O=18.79; R2O3=18.01; RmOn=100.00,"{""SIO2"": 5.511, ""AL2O3"": 0.594, ""B2O3"": 5.246, ""CAO"": 2.805, ""K2O"": 0.496, ""NA2O"": 1.423, ""PBO"": 0.0, ""Li2O"": 2.178, ""MgO"": 0.0, ""SRO"": 2.014, ""BAO"": 3.459, ""ZNO"": 1.955, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.282, ""TIO2"": 0.149, ""TEO2"": 0.0, ""RO"": 2.59, ""FemOn"": 0.0, ""R2O"": 1.454, ""R2O3"": 6.171, ""RO2"": 0.296, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.0, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=48.92; AL2O3=2.54; B2O3=14.91; CAO=1.63; NA2O=1.82; Li2O=16.76; SRO=1.47; BAO=7.49; ZNO=3.46; RO=14.06; R2O=18.80; R2O3=18.05; RmOn=100.00,SIO2=48.96; AL2O3=2.53; B2O3=14.89; CAO=1.61; NA2O=1.86; Li2O=16.72; SRO=1.47; BAO=7.59; ZNO=3.40; RO=14.07; R2O=18.79; R2O3=18.01; RmOn=100.00,SIO2=50.76; AL2O3=2.45; B2O3=13.85; CAO=0.88; NA2O=2.15; Li2O=15.99; SRO=1.10; BAO=9.08; ZNO=2.75; RO=13.80; R2O=18.46; R2O3=16.85; RmOn=100.00,adaptive_B
LF5,adaptive,B,312200110701,0.01605872473475811,SIO2=72.15; B2O3=0.96; K2O=7.04; NA2O=3.15; PBO=12.59; GEO2=3.37; RO=12.64; R2O=10.52; R2O3=1.32; RO2=3.37; RmOn=100.00,"{""SIO2"": 17.363, ""AL2O3"": 0.0, ""B2O3"": 4.46, ""CAO"": 0.0, ""K2O"": 3.768, ""NA2O"": 8.868, ""PBO"": 4.288, ""Li2O"": 2.236, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.13, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 17.889, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 4.312, ""FemOn"": 0.0, ""R2O"": 6.947, ""R2O3"": 4.514, ""RO2"": 17.889, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.0, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",crown,1.0,False,idw,20,SIO2=72.03; B2O3=0.99; K2O=7.02; NA2O=3.17; PBO=12.56; GEO2=3.49; RO=12.61; R2O=10.51; R2O3=1.35; RO2=3.49; RmOn=100.00,SIO2=72.15; B2O3=0.96; K2O=7.04; NA2O=3.15; PBO=12.59; GEO2=3.37; RO=12.64; R2O=10.52; R2O3=1.32; RO2=3.37; RmOn=100.00,SIO2=76.27; K2O=7.96; NA2O=1.20; PBO=13.82; RO=13.87; R2O=9.54; RmOn=100.00,adaptive_B
LF5HTi,adaptive,B,312200110701,0.015157207202068925,SIO2=72.22; B2O3=0.96; K2O=7.04; NA2O=3.10; PBO=12.61; GEO2=3.33; RO=12.66; R2O=10.47; R2O3=1.32; RO2=3.33; RmOn=100.00,"{""SIO2"": 17.363, ""AL2O3"": 0.0, ""B2O3"": 4.46, ""CAO"": 0.0, ""K2O"": 3.768, ""NA2O"": 8.868, ""PBO"": 4.288, ""Li2O"": 2.236, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 0.13, ""ZNO"": 0.0, ""P2O5"": 0.0, ""GEO2"": 17.889, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 4.312, ""FemOn"": 0.0, ""R2O"": 6.947, ""R2O3"": 4.514, ""RO2"": 17.889, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.0, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",crown,1.0,False,idw,20,SIO2=72.10; B2O3=0.98; K2O=7.02; NA2O=3.13; PBO=12.57; GEO2=3.47; RO=12.62; R2O=10.47; R2O3=1.35; RO2=3.47; RmOn=100.00,SIO2=72.22; B2O3=0.96; K2O=7.04; NA2O=3.10; PBO=12.61; GEO2=3.33; RO=12.66; R2O=10.47; R2O3=1.32; RO2=3.33; RmOn=100.00,SIO2=76.29; K2O=7.94; NA2O=1.21; PBO=13.82; RO=13.87; R2O=9.52; RmOn=100.00,adaptive_B
N-BALF4,adaptive,B,2404700191862,0.010465475925958222,SIO2=54.79; B2O3=5.70; CAO=0.92; K2O=2.61; NA2O=10.41; SRO=3.29; BAO=6.55; ZNO=4.61; P2O5=3.49; GEO2=2.34; TIO2=0.51; RO=15.57; R2O=13.50; R2O3=8.70; RO2=2.94; R2O5=3.68; RF3=0.65; RHaln=0.82; RmOn=99.18,"{""SIO2"": 24.939, ""AL2O3"": 1.224, ""B2O3"": 16.634, ""CAO"": 3.453, ""K2O"": 5.448, ""NA2O"": 8.396, ""PBO"": 0.559, ""Li2O"": 1.988, ""MgO"": 0.0, ""SRO"": 10.028, ""BAO"": 7.8, ""ZNO"": 5.853, ""P2O5"": 16.864, ""GEO2"": 9.758, ""ZRO2"": 0.109, ""TIO2"": 1.482, ""TEO2"": 0.0, ""RO"": 12.248, ""FemOn"": 0.0, ""R2O"": 7.921, ""R2O3"": 17.983, ""RO2"": 9.773, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 16.822, ""RF"": 0.0, ""RF2"": 1.016, ""RF3"": 4.066, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 5.082, ""RmOn"": 5.08, ""RmNn"": 0.0}",crown,1.0,False,idw,20,SIO2=53.10; B2O3=6.04; CAO=1.05; K2O=2.61; NA2O=10.89; Li2O=0.53; SRO=3.79; BAO=6.54; ZNO=3.76; P2O5=4.11; GEO2=2.61; RO=15.38; R2O=14.03; R2O3=9.12; RO2=3.06; R2O5=4.33; RF3=0.77; RHaln=0.96; RmOn=99.03,SIO2=54.79; B2O3=5.70; CAO=0.92; K2O=2.61; NA2O=10.41; SRO=3.29; BAO=6.55; ZNO=4.61; P2O5=3.49; GEO2=2.34; TIO2=0.51; RO=15.57; R2O=13.50; R2O3=8.70; RO2=2.94; R2O5=3.68; RF3=0.65; RHaln=0.82; RmOn=99.18,SIO2=63.71; B2O3=1.13; CAO=0.89; K2O=3.10; NA2O=11.92; SRO=2.57; BAO=7.77; ZNO=5.47; TIO2=0.60; RO=16.94; R2O=15.02; R2O3=3.39; RO2=0.71; RmOn=99.99,adaptive_B
N-BAK1,adaptive,B,198700110651,0.0066836375728045894,SIO2=63.56; B2O3=4.50; K2O=5.93; NA2O=1.41; BAO=15.22; ZNO=8.97; RO=24.20; R2O=7.34; R2O3=4.90; RmOn=100.00,"{""SIO2"": 2.132, ""AL2O3"": 0.4, ""B2O3"": 1.656, ""CAO"": 0.0, ""K2O"": 1.619, ""NA2O"": 1.756, ""PBO"": 0.0, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 0.0, ""BAO"": 2.102, ""ZNO"": 3.065, ""P2O5"": 0.0, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 1.045, ""FemOn"": 0.0, ""R2O"": 1.063, ""R2O3"": 1.83, ""RO2"": 0.0, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.0, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",crown,1.0,False,idw,20,SIO2=63.48; B2O3=4.50; K2O=5.96; NA2O=1.46; BAO=15.21; ZNO=8.99; RO=24.20; R2O=7.41; R2O3=4.91; RmOn=100.00,SIO2=63.56; B2O3=4.50; K2O=5.93; NA2O=1.41; BAO=15.22; ZNO=8.97; RO=24.20; R2O=7.34; R2O3=4.90; RmOn=100.00,SIO2=63.38; B2O3=4.69; K2O=6.09; NA2O=1.11; BAO=14.90; ZNO=9.44; RO=24.34; R2O=7.20; R2O3=5.08; RmOn=100.00,adaptive_B
N-BAK4,adaptive,B,2404700191863,0.009894638702351098,SIO2=54.54; B2O3=5.30; CAO=0.56; K2O=6.38; NA2O=5.65; SRO=8.06; BAO=6.65; ZNO=4.26; P2O5=6.58; RO=19.60; R2O=12.03; R2O3=6.68; R2O5=6.89; RmOn=99.96,"{""SIO2"": 23.517, ""AL2O3"": 0.0, ""B2O3"": 7.749, ""CAO"": 2.226, ""K2O"": 6.945, ""NA2O"": 8.441, ""PBO"": 0.277, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 11.785, ""BAO"": 8.626, ""ZNO"": 7.004, ""P2O5"": 22.204, ""GEO2"": 0.0, ""ZRO2"": 0.053, ""TIO2"": 0.268, ""TEO2"": 0.0, ""RO"": 10.622, ""FemOn"": 0.0, ""R2O"": 7.995, ""R2O3"": 9.157, ""RO2"": 0.323, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 22.13, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.052, ""RmNn"": 0.0}",crown,1.0,False,idw,20,SIO2=54.03; B2O3=5.20; CAO=0.65; K2O=6.32; NA2O=5.95; SRO=7.67; BAO=6.81; ZNO=4.03; P2O5=7.20; RO=19.24; R2O=12.27; R2O3=6.78; R2O5=7.52; RmOn=99.98,SIO2=54.54; B2O3=5.30; CAO=0.56; K2O=6.38; NA2O=5.65; SRO=8.06; BAO=6.65; ZNO=4.26; P2O5=6.58; RO=19.60; R2O=12.03; R2O3=6.68; R2O5=6.89; RmOn=99.96,SIO2=62.79; B2O3=3.16; CAO=0.65; K2O=7.34; NA2O=6.50; SRO=6.52; BAO=6.83; ZNO=4.91; RO=18.98; R2O=13.84; R2O3=3.72; RmOn=99.96,adaptive_B
N-BAK4HT,adaptive,B,2404700191863,0.009894638702351098,SIO2=54.54; B2O3=5.30; CAO=0.56; K2O=6.38; NA2O=5.65; SRO=8.06; BAO=6.65; ZNO=4.26; P2O5=6.58; RO=19.60; R2O=12.03; R2O3=6.68; R2O5=6.89; RmOn=99.96,"{""SIO2"": 23.517, ""AL2O3"": 0.0, ""B2O3"": 7.749, ""CAO"": 2.226, ""K2O"": 6.945, ""NA2O"": 8.441, ""PBO"": 0.277, ""Li2O"": 0.0, ""MgO"": 0.0, ""SRO"": 11.785, ""BAO"": 8.626, ""ZNO"": 7.004, ""P2O5"": 22.204, ""GEO2"": 0.0, ""ZRO2"": 0.053, ""TIO2"": 0.268, ""TEO2"": 0.0, ""RO"": 10.622, ""FemOn"": 0.0, ""R2O"": 7.995, ""R2O3"": 9.157, ""RO2"": 0.323, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 22.13, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.052, ""RmNn"": 0.0}",crown,1.0,False,idw,20,SIO2=54.03; B2O3=5.20; CAO=0.65; K2O=6.32; NA2O=5.95; SRO=7.67; BAO=6.81; ZNO=4.03; P2O5=7.20; RO=19.24; R2O=12.27; R2O3=6.78; R2O5=7.52; RmOn=99.98,SIO2=54.54; B2O3=5.30; CAO=0.56; K2O=6.38; NA2O=5.65; SRO=8.06; BAO=6.65; ZNO=4.26; P2O5=6.58; RO=19.60; R2O=12.03; R2O3=6.68; R2O5=6.89; RmOn=99.96,SIO2=62.79; B2O3=3.16; CAO=0.65; K2O=7.34; NA2O=6.50; SRO=6.52; BAO=6.83; ZNO=4.91; RO=18.98; R2O=13.84; R2O3=3.72; RmOn=99.96,adaptive_B
N-SK11,adaptive,B,197800110650,0.030632368952032564,SIO2=34.12; AL2O3=2.08; B2O3=4.81; CAO=0.69; NA2O=4.82; Li2O=1.75; SRO=1.69; BAO=3.65; ZNO=1.47; P2O5=34.62; RO=7.50; R2O=7.00; R2O3=16.58; R2O5=34.62; RmOn=100.00,"{""SIO2"": 32.334, ""AL2O3"": 2.75, ""B2O3"": 6.942, ""CAO"": 1.664, ""K2O"": 0.94, ""NA2O"": 8.543, ""PBO"": 0.0, ""Li2O"": 4.631, ""MgO"": 0.0, ""SRO"": 3.8, ""BAO"": 7.219, ""ZNO"": 5.545, ""P2O5"": 38.927, ""GEO2"": 0.0, ""ZRO2"": 0.828, ""TIO2"": 0.087, ""TEO2"": 0.0, ""RO"": 8.414, ""FemOn"": 0.0, ""R2O"": 9.249, ""R2O3"": 7.844, ""RO2"": 0.823, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 38.927, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",phosphate,1.0,False,idw,20,SIO2=33.81; AL2O3=2.09; B2O3=4.81; CAO=0.70; NA2O=4.70; Li2O=1.80; SRO=1.73; BAO=3.57; ZNO=1.49; P2O5=35.02; RO=7.50; R2O=6.90; R2O3=16.58; R2O5=35.02; RmOn=100.00,SIO2=34.12; AL2O3=2.08; B2O3=4.81; CAO=0.69; NA2O=4.82; Li2O=1.75; SRO=1.69; BAO=3.65; ZNO=1.47; P2O5=34.62; RO=7.50; R2O=7.00; R2O3=16.58; R2O5=34.62; RmOn=100.00,SIO2=61.76; AL2O3=2.84; B2O3=15.15; K2O=1.69; NA2O=0.51; BAO=17.22; ZNO=0.66; RO=17.88; R2O=2.21; R2O3=18.15; RmOn=100.00,adaptive_B
N-KZFS2,adaptive,B,2484100195669,0.012091356270579967,SIO2=30.86; AL2O3=3.82; B2O3=35.00; CAO=5.17; K2O=1.22; NA2O=5.69; Li2O=10.09; ZNO=3.01; GEO2=0.80; ZRO2=0.57; TIO2=1.27; RO=9.26; R2O=17.00; R2O3=38.98; RO2=2.70; R2O5=0.69; RF=0.51; RHaln=0.51; RmOn=99.49,"{""SIO2"": 24.849, ""AL2O3"": 4.708, ""B2O3"": 27.599, ""CAO"": 6.411, ""K2O"": 2.081, ""NA2O"": 11.296, ""PBO"": 1.539, ""Li2O"": 13.451, ""MgO"": 1.251, ""SRO"": 0.0, ""BAO"": 0.623, ""ZNO"": 4.212, ""P2O5"": 0.056, ""GEO2"": 3.354, ""ZRO2"": 0.776, ""TIO2"": 2.723, ""TEO2"": 0.0, ""RO"": 8.194, ""FemOn"": 0.0, ""R2O"": 12.062, ""R2O3"": 30.767, ""RO2"": 3.867, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 0.789, ""RF"": 1.703, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 1.703, ""RmOn"": 1.703, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=31.00; AL2O3=3.60; B2O3=34.39; CAO=5.32; K2O=1.12; NA2O=6.27; Li2O=10.62; ZNO=2.47; GEO2=0.89; TIO2=1.43; RO=8.88; R2O=18.01; R2O3=38.17; RO2=2.82; R2O5=0.55; RF=0.56; RHaln=0.56; RmOn=99.44,SIO2=30.86; AL2O3=3.82; B2O3=35.00; CAO=5.17; K2O=1.22; NA2O=5.69; Li2O=10.09; ZNO=3.01; GEO2=0.80; ZRO2=0.57; TIO2=1.27; RO=9.26; R2O=17.00; R2O3=38.98; RO2=2.70; R2O5=0.69; RF=0.51; RHaln=0.51; RmOn=99.49,SIO2=12.49; AL2O3=7.03; B2O3=57.70; CAO=4.44; NA2O=1.12; PBO=0.74; Li2O=8.81; ZNO=2.43; GEO2=1.54; ZRO2=0.99; RO=7.61; R2O=10.38; R2O3=64.95; RO2=2.66; R2O5=1.24; RF=0.67; RHaln=0.67; RmOn=99.33,adaptive_B
N-PSK3,adaptive,B,603600093359,0.02302068593989478,SIO2=12.48; AL2O3=0.69; B2O3=31.63; K2O=3.21; NA2O=1.94; MgO=0.78; SRO=2.38; BAO=10.29; P2O5=32.90; RO=14.00; R2O=5.16; R2O3=35.46; R2O5=32.90; RmOn=100.00,"{""SIO2"": 23.926, ""AL2O3"": 2.163, ""B2O3"": 33.556, ""CAO"": 0.56, ""K2O"": 5.566, ""NA2O"": 6.898, ""PBO"": 1.073, ""Li2O"": 0.0, ""MgO"": 4.26, ""SRO"": 5.168, ""BAO"": 9.742, ""ZNO"": 0.781, ""P2O5"": 40.77, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 8.262, ""FemOn"": 0.0, ""R2O"": 8.315, ""R2O3"": 30.684, ""RO2"": 0.0, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 40.77, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",phosphate,1.0,False,idw,20,SIO2=13.05; AL2O3=0.73; B2O3=30.48; K2O=2.81; NA2O=2.05; MgO=0.83; SRO=2.48; BAO=9.85; P2O5=33.88; RO=13.72; R2O=4.86; R2O3=34.48; R2O5=33.88; RmOn=100.00,SIO2=12.48; AL2O3=0.69; B2O3=31.63; K2O=3.21; NA2O=1.94; MgO=0.78; SRO=2.38; BAO=10.29; P2O5=32.90; RO=14.00; R2O=5.16; R2O3=35.46; R2O5=32.90; RmOn=100.00,SIO2=3.87; B2O3=71.30; K2O=4.55; NA2O=1.09; BAO=19.10; RO=19.10; R2O=5.64; R2O3=71.39; RmOn=100.00,adaptive_B
LLF1HTi,adaptive,B,1581700155422,0.0004975406332863385,SIO2=75.58; B2O3=0.53; K2O=6.03; NA2O=6.33; PBO=8.91; P2O5=1.16; RO=9.16; R2O=12.46; R2O3=0.71; R2O5=1.18; RF=0.85; RHaln=0.85; RmOn=99.15,"{""SIO2"": 24.815, ""AL2O3"": 0.555, ""B2O3"": 6.351, ""CAO"": 0.101, ""K2O"": 4.802, ""NA2O"": 8.134, ""PBO"": 3.913, ""Li2O"": 3.354, ""MgO"": 0.0, ""SRO"": 7.106, ""BAO"": 0.0, ""ZNO"": 0.0, ""P2O5"": 22.72, ""GEO2"": 0.0, ""ZRO2"": 0.897, ""TIO2"": 0.0, ""TEO2"": 0.0, ""RO"": 6.668, ""FemOn"": 0.032, ""R2O"": 6.997, ""R2O3"": 6.493, ""RO2"": 0.897, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 22.7, ""RF"": 10.467, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 10.467, ""RmOn"": 10.467, ""RmNn"": 0.0}",crown,1.0,False,idw,20,SIO2=67.07; B2O3=2.28; K2O=4.60; NA2O=7.57; PBO=6.77; SRO=1.04; P2O5=5.38; RO=7.85; R2O=12.65; R2O3=2.94; R2O5=5.46; RF=3.70; RHaln=3.70; RmOn=96.30,SIO2=75.58; B2O3=0.53; K2O=6.03; NA2O=6.33; PBO=8.91; P2O5=1.16; RO=9.16; R2O=12.46; R2O3=0.71; R2O5=1.18; RF=0.85; RHaln=0.85; RmOn=99.15,SIO2=77.71; K2O=6.29; NA2O=6.50; PBO=9.29; RO=9.31; R2O=12.90; RmOn=100.00,adaptive_B
LLF1,adaptive,B,211300030097,0.003458140357073703,SIO2=69.77; B2O3=1.29; K2O=3.84; NA2O=8.94; PBO=7.54; SRO=0.61; P2O5=3.56; RO=8.28; R2O=13.10; R2O3=1.88; R2O5=3.60; RF=3.09; RHaln=3.09; RmOn=96.91,"{""SIO2"": 28.486, ""AL2O3"": 1.96, ""B2O3"": 6.351, ""CAO"": 0.101, ""K2O"": 4.88, ""NA2O"": 8.305, ""PBO"": 4.136, ""Li2O"": 3.354, ""MgO"": 0.0, ""SRO"": 7.106, ""BAO"": 0.0, ""ZNO"": 0.0, ""P2O5"": 23.022, ""GEO2"": 0.0, ""ZRO2"": 0.897, ""TIO2"": 1.15, ""TEO2"": 0.0, ""RO"": 6.903, ""FemOn"": 0.032, ""R2O"": 7.433, ""R2O3"": 6.573, ""RO2"": 1.403, ""RO3"": 0.0, ""RO4"": 0.0, ""R2O5"": 22.997, ""RF"": 16.15, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 16.15, ""RmOn"": 16.15, ""RmNn"": 0.0}",crown,1.0,False,idw,20,SIO2=65.74; B2O3=2.04; K2O=4.46; NA2O=7.57; PBO=6.70; SRO=0.96; P2O5=5.72; RO=7.71; R2O=12.53; R2O3=2.90; R2O5=5.79; RF=4.90; RHaln=4.90; RmOn=95.10,SIO2=69.77; B2O3=1.29; K2O=3.84; NA2O=8.94; PBO=7.54; SRO=0.61; P2O5=3.56; RO=8.28; R2O=13.10; R2O3=1.88; R2O5=3.60; RF=3.09; RHaln=3.09; RmOn=96.91,SIO2=76.47; K2O=4.37; NA2O=9.89; PBO=8.58; RO=8.73; R2O=14.59; RmOn=100.00,adaptive_B
N-BALF5,adaptive,B,1176300048511,0.014946144691744071,SIO2=49.45; AL2O3=3.60; B2O3=13.90; CAO=9.71; K2O=1.35; NA2O=14.03; PBO=0.62; Li2O=0.65; BAO=0.77; ZNO=0.95; P2O5=1.95; ZRO2=0.64; RO=12.21; R2O=16.04; R2O3=17.59; RO2=1.08; R2O5=2.10; RF=1.33; RHaln=1.48; RmOn=98.52,"{""SIO2"": 23.438, ""AL2O3"": 6.127, ""B2O3"": 19.19, ""CAO"": 11.68, ""K2O"": 2.934, ""NA2O"": 10.781, ""PBO"": 1.118, ""Li2O"": 3.436, ""MgO"": 0.956, ""SRO"": 0.0, ""BAO"": 3.369, ""ZNO"": 2.656, ""P2O5"": 11.18, ""GEO2"": 0.798, ""ZRO2"": 1.444, ""TIO2"": 0.944, ""TEO2"": 0.0, ""RO"": 10.5, ""FemOn"": 0.002, ""R2O"": 9.711, ""R2O3"": 24.748, ""RO2"": 1.689, ""RO3"": 0.288, ""RO4"": 0.0, ""R2O5"": 11.15, ""RF"": 2.513, ""RF2"": 0.957, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 3.265, ""RmOn"": 3.265, ""RmNn"": 0.0}",uncertain,1.0,False,idw,20,SIO2=51.04; AL2O3=3.11; B2O3=12.43; CAO=9.72; K2O=1.44; NA2O=14.19; Li2O=0.72; BAO=0.83; ZNO=1.05; P2O5=2.16; ZRO2=0.68; RO=12.20; R2O=16.35; R2O3=15.64; RO2=1.13; R2O5=2.32; RF=1.10; RHaln=1.26; RmOn=98.74,SIO2=49.45; AL2O3=3.60; B2O3=13.90; CAO=9.71; K2O=1.35; NA2O=14.03; PBO=0.62; Li2O=0.65; BAO=0.77; ZNO=0.95; P2O5=1.95; ZRO2=0.64; RO=12.21; R2O=16.04; R2O3=17.59; RO2=1.08; R2O5=2.10; RF=1.33; RHaln=1.48; RmOn=98.52,SIO2=3.76; AL2O3=18.12; B2O3=58.98; CAO=6.02; PBO=3.76; BAO=3.71; RO=13.49; R2O3=77.10; RF=5.64; RHaln=5.64; RmOn=94.36,adaptive_B
N-BAK2,adaptive,B,197800110647,0.0037362377783743414,SIO2=64.08; AL2O3=1.33; B2O3=4.41; CAO=0.67; K2O=5.83; NA2O=7.29; MgO=0.54; SRO=1.79; BAO=7.33; ZNO=2.85; P2O5=2.85; RO=13.25; R2O=13.22; R2O3=6.40; R2O5=2.85; RmOn=100.00,"{""SIO2"": 24.709, ""AL2O3"": 4.882, ""B2O3"": 13.83, ""CAO"": 3.066, ""K2O"": 4.411, ""NA2O"": 10.374, ""PBO"": 0.243, ""Li2O"": 0.861, ""MgO"": 3.102, ""SRO"": 6.496, ""BAO"": 6.628, ""ZNO"": 3.323, ""P2O5"": 16.341, ""GEO2"": 0.0, ""ZRO2"": 0.0, ""TIO2"": 0.0, ""TEO2"": 0.447, ""RO"": 8.323, ""FemOn"": 0.0, ""R2O"": 8.462, ""R2O3"": 17.53, ""RO2"": 0.447, ""RO3"": 1.342, ""RO4"": 0.0, ""R2O5"": 16.341, ""RF"": 0.0, ""RF2"": 0.0, ""RF3"": 0.0, ""RF4"": 0.0, ""RF5"": 0.0, ""RHal"": 0.0, ""RHal2"": 0.0, ""RHal3"": 0.0, ""RHal4"": 0.0, ""RHal5"": 0.0, ""RHaln"": 0.0, ""RmOn"": 0.0, ""RmNn"": 0.0}",crown,1.0,False,idw,20,SIO2=60.83; AL2O3=1.89; B2O3=4.73; CAO=0.97; K2O=5.15; NA2O=8.63; MgO=0.78; SRO=2.48; BAO=6.68; ZNO=2.30; P2O5=4.17; RO=13.30; R2O=13.92; R2O3=7.49; R2O5=4.17; RmOn=100.00,SIO2=64.08; AL2O3=1.33; B2O3=4.41; CAO=0.67; K2O=5.83; NA2O=7.29; MgO=0.54; SRO=1.79; BAO=7.33; ZNO=2.85; P2O5=2.85; RO=13.25; R2O=13.22; R2O3=6.40; R2O5=2.85; RmOn=100.00,SIO2=69.30; AL2O3=0.51; B2O3=3.13; CAO=0.72; K2O=6.02; NA2O=7.69; SRO=1.94; BAO=6.87; ZNO=3.09; RO=12.71; R2O=13.71; R2O3=4.28; RmOn=100.00,adaptive_B
