glass_name,rank,sciglass_id,distance_euclidean_z,distance_cosine,distance_mahalanobis,glass_family,oxide_SIO2,oxide_AL2O3,oxide_B2O3,oxide_CAO,oxide_K2O,oxide_NA2O,oxide_PBO,oxide_Li2O,oxide_MgO,oxide_SRO,oxide_BAO,oxide_ZNO,oxide_P2O5,oxide_GEO2,oxide_ZRO2,oxide_TIO2,oxide_TEO2,oxide_RO,oxide_FemOn,sg_ND300,sg_NUD300,sg_DENSITY,sg_TG,oxide_sum_pct,oxide_sum_ok,has_negative,physically_plausible
N-LASF55,14,3697500439967,0.24973162924190062,0.005168416489880645,0.27160851832935023,heavy flint,15.859999656677246,0.0,20.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0299999713897705,0.0,0.0,7.28000020980835,22.450000762939453,0.0,3.0299999713897705,0.0,1.9789999723434448,30.15999984741211,5.070000171661377,713.0,71.90000057220459,False,False,False
N-LASF55,15,3920300463287,0.2500755725610917,0.006510189811874456,0.3505966282834569,heavy flint,15.540889739990234,0.0,20.61244010925293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.537702560424805,5.101208209991455,0.0,0.0,7.132794380187988,19.396453857421875,0.0,9.638910293579102,0.0,1.9479999542236328,31.559999465942383,5.019999980926514,698.0,81.96039915084839,False,False,False
N-LASF55,16,3697500439941,0.2500755725610917,0.006510189811874456,0.3505966282834569,heavy flint,15.539999961853027,0.0,20.61000061035156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.539999961853027,5.099999904632568,0.0,0.0,7.130000114440918,19.399999618530277,0.0,9.639999389648438,0.0,1.9479999542236328,31.559999465942383,5.019999980926514,698.0,81.95999956130981,False,False,False
N-LASF55,17,3920300463304,0.25078087708801416,0.007069568785428082,0.27620878898208623,heavy flint,15.547807693481444,0.0,19.850160598754883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.103479385375977,0.0,0.0,7.135969161987305,23.855796813964844,0.0,5.103479385375977,0.0,1.9759999513626096,29.739999771118164,5.019999980926514,702.0,76.59669303894043,False,False,False
N-LASF55,18,3697500439958,0.25078087708801416,0.007069568785428082,0.27620878898208623,heavy flint,15.550000190734863,0.0,19.850000381469727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.099999904632568,0.0,0.0,7.139999866485596,23.86000061035156,0.0,5.099999904632568,0.0,1.9759999513626096,29.739999771118164,5.019999980926514,702.0,76.60000085830688,False,False,False
N-LASF55,19,3920300463293,0.25264232336430203,0.0073102566560667714,0.3593547501886518,heavy flint,15.656980514526367,0.0,20.766414642333984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0776126384735107,5.139314651489258,0.0,0.0,7.1860761642456055,19.54134750366211,0.0,8.216927528381348,0.0,1.9520000219345093,31.440000534057617,5.050000190734863,700.0,79.58467364311218,False,False,False
N-LASF55,20,3697500439947,0.25264232336430203,0.0073102566560667714,0.3593547501886518,heavy flint,15.658432960510254,0.0,20.76792335510254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0796918869018555,5.139485836029053,0.0,0.0,7.189280986785889,19.538047790527344,0.0,8.21917724609375,0.0,1.9520000219345093,31.440000534057617,5.050000190734863,700.0,79.59204006195068,False,False,False
N-SF66,1,3554700427378,0.03739643939872394,0.00011317412184375097,0.1011467538724184,phosphate,0.0,0.0,0.0,0.0,7.306852340698242,0.5552501082420349,0.0,0.0,0.0,0.0,23.00592613220215,1.4799021482467651,26.062896728515625,0.0,0.0,10.33980941772461,0.0,24.485828399658203,0.0,1.9179999828338623,21.100000381469727,4.019999980926514,710.0,93.23646527528763,False,False,False
N-SF66,2,3554700427375,0.03957720485625353,1.6292784090765622e-05,0.04072954397309127,phosphate,0.0,0.0,0.0,0.0,8.351469039916992,0.0,0.0,0.0,0.0,0.0,21.66304397583008,0.2147904634475708,25.8632755279541,0.0,0.0,10.723767280578612,0.0,21.87783432006836,0.0,1.9270000457763672,20.61000061035156,4.0,713.0,88.69418060779572,False,False,False
N-SF66,3,3554700427381,0.10703727336569144,0.0012460034678650755,0.14107300165890446,uncertain,0.0,0.0,0.0,0.0,7.706439971923828,0.5577284693717957,0.0,0.0,0.0,0.0,23.672239303588867,1.0617913007736206,24.35277366638184,0.0,0.98184734582901,9.95321273803711,0.0,24.73402976989746,0.0,1.932000041007996,20.8799991607666,4.070000171661377,703.0,93.02006256580353,False,False,False
