glass_name,property_mode,rank,sciglass_id,distance,primary_plausible,in_mode_a_top20,in_stable_set
N-SF6HTultra,B,11,3548300426186,0.057375370201127845,True,False,False
N-SF6HTultra,B,12,2890700367587,0.0597190778358657,False,False,False
N-SF6HTultra,B,13,3546600425748,0.0597190778358657,False,False,False
N-SF6HTultra,B,14,3546600425751,0.06063664493060449,False,False,False
N-SF6HTultra,B,15,3546500425739,0.06191803548250531,False,False,False
N-SF6HTultra,B,16,3784300447203,0.06313088109874883,False,False,False
N-SF6HTultra,B,17,4271600497364,0.06734969708760621,False,False,False
N-SF6HTultra,B,18,3546500425740,0.07253013618520758,False,False,False
N-SF6HTultra,B,19,3546500425744,0.07366212583646763,False,False,False
N-SF6HTultra,B,20,849000066690,0.07591696858377744,False,False,False
SF6,B,1,2619800198758,0.0009873577052632908,False,False,False
SF6,B,2,326300110721,0.006857344390197413,False,False,False
SF6,B,3,365500005931,0.008197003834433335,False,False,False
SF6,B,4,3546600425755,0.011678219750435509,False,False,False
SF6,B,5,983500085587,0.017756280794413454,False,False,False
SF6,B,6,190500000724,0.04381972916990028,False,False,False
SF6,B,7,3697700439996,0.05147444641604,False,False,False
SF6,B,8,2619800198757,0.06615256924527328,False,False,False
SF6,B,9,365500005945,0.07007982932964213,False,False,False
SF6,B,10,3601900431272,0.07166429440646452,False,False,False
SF6,B,11,3697700440011,0.07382305780232438,False,False,False
SF6,B,12,4035600467681,0.07580590198941817,False,False,False
SF6,B,13,3697700440009,0.07856565504978154,False,False,False
SF6,B,14,3550800426564,0.07974474936170091,False,False,False
SF6,B,15,4243100490523,0.07974474936170091,False,False,False
SF6,B,16,4491700611503,0.08830224665095815,False,False,False
SF6,B,17,3413500408348,0.08943188467311997,False,False,False
SF6,B,18,3601900431284,0.09367104497874951,False,False,False
SF6,B,19,4491700611505,0.09477144923461177,False,False,False
SF6,B,20,190500000723,0.09536836736223449,False,False,False
SF6HT,B,1,2619800198758,0.0009873577052632908,False,False,False
SF6HT,B,2,326300110721,0.006857344390197413,False,False,False
SF6HT,B,3,365500005931,0.008197003834433335,False,False,False
SF6HT,B,4,3546600425755,0.011678219750435509,False,False,False
SF6HT,B,5,983500085587,0.017756280794413454,False,False,False
SF6HT,B,6,190500000724,0.04381972916990028,False,False,False
SF6HT,B,7,3697700439996,0.05147444641604,False,False,False
SF6HT,B,8,2619800198757,0.06615256924527328,False,False,False
SF6HT,B,9,365500005945,0.07007982932964213,False,False,False
SF6HT,B,10,3601900431272,0.07166429440646452,False,False,False
