composition,oxide_SIO2,oxide_AL2O3,oxide_B2O3,oxide_CAO,oxide_K2O,oxide_NA2O,oxide_PBO,oxide_Li2O,oxide_MgO,oxide_SRO,oxide_BAO,oxide_ZNO,oxide_P2O5,oxide_GEO2,oxide_ZRO2,oxide_TIO2,oxide_TEO2,oxide_Bi2O3,oxide_WO3,oxide_RO,oxide_FemOn,oxide_R2O3,oxide_R2O5,oxide_RO2,ND300_pred,NUD300_pred,DENSITY_pred,TG_pred,PbO,glass_family,pareto_rank,distance_to_training,feasible,anomaly_oxide
BAO=2.17; R2O3=0.51; R2O5=65.33; SIO2=8.53; TEO2=5.86; TIO2=0.59; ZNO=0.77; ZRO2=14.97,8.530598905353704,0.2567300843244452,0.3146555581755967,0.03538491909762846,0.01120437142872464,0.030569378888015315,0.0,0.1342195629905871,0.03672308372331792,0.18765349557384098,2.1701197734520243,0.7729201549572873,0.007637697009460506,0.005465023300702365,14.967627422297426,0.5905931863343391,5.857736443435765,0.01192174573847457,0.019720995306232843,0.0874243771282998,0.0010904870312134658,0.5120845673353491,65.33476139204588,0.12315737507168617,2.179173469543457,36.48906707763672,4.120909172661791,509.867919921875,0.0,lanthanum,58,3.7700200889671764,False,True
CAO=1.34; MgO=0.51; R2O5=76.06; SIO2=18.53; TIO2=2.26,18.527777242162674,0.05368696795189616,0.1836139259545381,1.3389577334232377,0.1820867979955193,0.0010493120107175464,0.0,0.004150034679902111,0.5109720117895917,0.016478056359704594,0.1271062185303622,0.27125990865362754,0.009187623859595283,0.002852437794705807,0.06285962667484088,2.2617466981911973,0.0,0.011329729021283784,0.04181871354508133,0.014057486779200882,0.029694209595780372,0.28365628871950604,76.06473112989235,0.0009278464146989097,2.1637792587280273,21.561431884765625,3.1846764481254493,539.6450805664062,0.0,uncertain,59,0.4952950487583947,False,True
BAO=2.41; CAO=4.59; MgO=6.67; R2O3=1.56; R2O5=57.10; SIO2=7.87; SRO=5.93; ZRO2=12.40,7.870474585069916,0.20131152641499872,0.27491379676396477,4.593559711977752,0.19617913580408816,0.00978848343040915,0.0,0.015276267942789796,6.671473293987505,5.9320329618073,2.4102024301512497,0.4603792875912255,0.007645269136428236,1.4381355544948354e-06,12.39568813128837,0.0523527679373179,0.000586175865650368,0.007702740962003974,0.06119733667199313,0.16820686396538997,0.00011792577362399355,1.5599398245361313,57.100531232053044,0.010438812733303604,2.156148910522461,35.68534851074219,3.786310772390772,593.8883666992188,0.0,lanthanum,60,4.598093777571884,False,False
AL2O3=0.64; CAO=1.92; MgO=0.61; R2O5=73.17; SIO2=18.59; TIO2=2.15; ZNO=1.19; ZRO2=0.64,18.590748584156028,0.643199910655517,0.04204549806107507,1.9229359279853357,0.3663545610879038,0.02607773078326382,0.0,0.000370100732803534,0.6065437261207148,0.17212764619391627,0.11113844310957313,1.1901055363234998,0.008948020698750416,0.009703194309955985,0.6415877478987515,2.1532172985420326,1.3796152131188397e-07,0.00021020673349101662,0.0017068477816134416,0.06852892605665395,0.00019535836513436463,0.14701124296717366,73.16517983690363,0.13206351657166338,2.138686418533325,25.66119384765625,3.487038816994409,532.9880981445312,0.0,uncertain,61,0.7630317005334817,False,True
BAO=0.83; CAO=1.16; MgO=6.69; R2O5=64.02; SIO2=22.49; TIO2=1.95; ZNO=1.12; ZRO2=0.72,22.490057244064733,0.17079313795086917,0.15848909057963145,1.1557412782914718,0.029159027803379724,0.001376857373392241,0.0,0.019635324205072482,6.693576316890935,0.010745589831153462,0.8341078209854722,1.1174500972407735,0.007930434157023105,0.2877970607895861,0.717438177871225,1.9522602953686667,0.0005552809287744803,0.00040412034750246506,0.03446632542340056,0.007877718860719208,0.003153398419582203,0.29038604610343205,64.01579847208299,0.0008008844301908317,2.136838436126709,29.85901641845703,3.446238255696403,563.1009521484375,0.0,uncertain,62,3.0199522983568934,False,True
BAO=30.33; R2O3=9.23; R2O5=43.05; SIO2=5.37; ZRO2=10.02,5.3670887213399485,0.42326513715590697,0.19730668036480548,0.022262680768547264,0.151358625890307,0.014191385402492748,0.0,0.08414332201160234,0.02310459683440832,0.12038485382491347,30.331317044197082,0.17013725084582607,0.005043846349923302,0.27838931828553926,10.016076169031324,0.36972552798892067,0.007481008750587251,0.007211636492769833,0.004586070664043566,0.0548521588691944,0.0006572486928618513,9.228944970769678,43.04612535036376,0.07634639510556394,2.0906975269317627,32.85715103149414,2.7704557052531036,557.1278686523438,0.0,lanthanum,63,3.8266630214437996,False,False
AL2O3=11.63; BAO=1.83; R2O5=67.43; RO=0.80; SIO2=15.73; SRO=0.61,15.730427891531129,11.629713438865071,0.1527857479600226,0.0023750544160336656,0.1455545745780614,0.025854450544076053,0.0,0.010711319075896245,0.4906925593868191,0.6062662891462066,1.8341874481908493,0.039119049756478015,0.001066438355360002,0.18028507624417373,0.34563786676605845,0.26814292848794097,1.0447302336421688e-07,0.008527260610039899,0.007599460168238447,0.8038858399473479,0.018156332533464953,0.16031117031648334,67.42785247827388,0.11084722037334885,2.081867218017578,34.578216552734375,3.2607623151134595,506.59088134765625,0.0,uncertain,64,1.8061074557595904,False,True
AL2O3=8.72; BAO=28.25; MgO=4.54; R2O3=1.26; R2O5=47.84; SIO2=6.71; SRO=0.57; TIO2=1.39,6.708559979711573,8.720119130644392,0.1024511624453483,0.02350562310981015,0.10402554907412351,2.9158099691057558e-05,0.0,0.05573304828022952,4.538001528706974,0.5691336495332538,28.254446732850575,0.03608672076756188,0.0906397073281783,0.00012153586390078387,0.25143447213880293,1.3944034112308283,8.931042183893698e-08,0.006261073058507431,0.027782056092181526,0.014599758649338674,0.00010580193212614808,1.2573941582127608,47.84419134831436,0.0009743046450625581,2.0138566493988037,40.11747741699219,2.0321891378049344,511.446533203125,0.0,uncertain,65,3.7977853232573455,False,False
AL2O3=8.14; BAO=24.31; MgO=3.99; NA2O=2.00; R2O3=1.12; R2O5=44.56; SIO2=6.25; SRO=0.54; TIO2=1.30; ZRO2=7.37,6.248178769416726,8.144170712613139,0.09542035549045075,0.021892527713964233,0.09688669836261955,2.0047181434411003,0.0,0.050414218864484536,3.98639053044616,0.5359560043469377,24.30615022700841,0.03361023576440378,0.08441947254057616,0.00017794535724358141,7.369327865842881,1.2987111714590807,8.318141051273567e-08,0.0059992384334875155,0.025875486478601394,0.013597836541267403,0.00010048966135282356,1.1162556277372646,44.56083891722195,0.0009074420764865406,1.9861335754394531,38.18168258666992,1.958883571864075,548.2338256835938,0.0,uncertain,66,4.25162861848921,False,False
B2O3=2.25; BAO=22.29; CAO=3.22; GEO2=3.08; MgO=0.55; R2O3=2.95; R2O5=41.46; RO=1.01; SIO2=12.70; ZNO=2.79; ZRO2=7.22,12.699666312414335,0.032528520622234824,2.2486777918147447,3.223276734397726,0.00015498542770412823,0.011089928280726646,0.0,0.0004018404987356259,0.5511181322861985,0.2647556595285916,22.290579724629517,2.7878566378048677,0.0038707741332573895,3.0805700775660148,7.224472722649021,0.024424910846884203,1.3079817097699315e-07,0.005787762722242149,0.13359985303746594,1.0074189641189506,8.10505742642409e-06,2.953148338090603,41.45550864276742,0.0010834505071635892,1.968110203742981,33.297691345214844,2.067035262928993,592.4833984375,0.0,lanthanum,67,3.2896482042039885,False,False
AL2O3=6.33; B2O3=2.50; BAO=21.87; MgO=3.06; R2O3=21.56; R2O5=35.77; SIO2=6.77; TIO2=1.03,6.768875307254793,6.325937990305773,2.496066539769739,0.4322917593167651,0.00450270692252157,0.013278336029581074,0.0,0.011018080417507053,3.064374398553091,0.3994698690644454,21.865538953464483,0.19914657918921908,0.0003170042777931772,0.0029399624987462916,0.010665778731846957,1.0300378161045973,0.0001168954784246585,0.005383520917969243,0.004087452931328689,0.03647619888485905,0.0019593644655642563,21.56116128942608,35.76562108508239,0.0007331109124892333,1.9494140148162842,41.95935821533203,1.2526277686955285,567.4340209960938,0.0,uncertain,68,3.1374790607146634,False,False
AL2O3=6.48; B2O3=2.48; BAO=21.74; MgO=3.05; R2O3=21.32; R2O5=35.55; RO=0.84; SIO2=6.56; TIO2=1.02,6.558316652668942,6.477358410842064,2.4821727977842523,0.1282995395987297,0.005254920394759214,0.012771956817762244,0.0,0.010820040078807925,3.0450450832608373,0.40457229622693214,21.743829795574378,0.19803807861663317,0.0003152397512576145,0.0029235979188147183,0.18347236858203703,1.024304363320293,0.00011624480842422973,0.0048600128111873945,0.0019931103893597204,0.8437531948349946,0.001948458143995364,21.318673372288277,35.55046325766309,0.000697207624174819,1.940955638885498,42.76177978515625,1.2927249215452625,571.2326049804688,0.0,uncertain,69,3.1351316720645226,False,False
AL2O3=6.41; B2O3=2.22; BAO=21.20; CAO=2.32; MgO=3.32; R2O3=21.62; R2O5=34.76; RO=0.66; SIO2=6.60,6.599627480970119,6.412833763025925,2.2176687394238574,2.3182997010945283,0.005596025854266102,0.012951748906327585,0.0,0.010058977831140199,3.3170022839387547,0.3927775145118299,21.203328956587487,0.020886883041087396,0.010174239399436845,0.002964753693411291,0.4072995730526057,0.02521129373741039,0.00011695289493876295,0.00013556013494686966,0.002021167599758828,0.655442102501225,0.0005051547587289222,21.618778427898512,34.7628909523215,0.0034277468222151356,1.9275453090667725,40.644046783447266,1.6663604113145318,571.89697265625,0.0,uncertain,70,3.2098301105186238,False,False
B2O3=23.26; BAO=21.73; GEO2=2.77; MgO=3.46; R2O3=0.55; R2O5=36.90; SIO2=5.41; ZRO2=5.65,5.4073635585675826,0.049206498294256294,23.26057844994019,0.02767709976908402,0.004884415707246714,0.012996703518957499,0.0,0.004909231187170614,3.4625220572851036,0.0017327528175257957,21.732599729698066,0.002740938062138166,0.011142711489261381,2.7725300551725316,5.646105281150101,0.05412900374463155,1.3079903355694768e-06,0.0011063050398552792,0.001068239051967809,0.030698165451242668,5.950178668771413e-05,0.551669258552491,36.903517578378974,0.060761157344604896,1.8971887826919556,39.26148986816406,0.8133748685064961,491.1941223144531,0.0,lanthanum,71,3.1062821187819076,False,False
B2O3=25.27; BAO=23.61; GEO2=1.78; MgO=3.76; R2O5=31.51; SIO2=5.88; ZRO2=7.60,5.882269613830069,0.05345204243806244,25.267504690233427,0.030065084139349385,0.0053058438360643395,0.014118061071850785,0.0,0.005370217187803019,3.761268986099226,0.0018822549937042004,23.607691734017198,0.0029774266142935718,0.012099014242025353,1.7847830634169726,7.601096747258025,0.01260520673593265,1.42084394031339e-06,0.0012017572066632771,0.0012162808449925576,0.03327987897203605,6.463560987723207e-05,0.3433177350179689,31.512424666164907,0.06600363922560848,1.8807270526885986,41.21131134033203,0.5128580698498819,482.04876708984375,0.0,lanthanum,72,3.4301100096104227,False,False
AL2O3=0.85; BAO=1.76; MgO=11.11; R2O3=1.47; R2O5=5.99; RO=0.66; RO2=22.75; SIO2=19.63; SRO=10.83; ZNO=1.53; ZRO2=22.44,19.630610382591833,0.8473706011650897,0.1912120091238529,0.22372628916593923,0.03803459160191411,0.37124225510962927,0.0,0.031754721810313274,11.108249993835894,10.825853705629624,1.7582247490101364,1.5337168388370166,0.013226188210836435,0.005786007061248155,22.44211611728381,0.08562516919094797,1.4121379478192738e-08,0.014778185450693069,0.002997392483696515,0.658761595388617,0.0009417366668498022,1.4721430158716815,5.993812695889945,22.749815744499045,1.8393371105194092,37.72017288208008,3.749613765257962,732.3497314453125,0.0,lanthanum,73,6.656438838655979,False,False
AL2O3=0.83; BAO=3.92; MgO=11.68; R2O3=7.45; R2O5=14.80; RO2=5.49; SIO2=22.53; SRO=10.94; ZRO2=20.77,22.53461505712869,0.8285926297928601,0.24785085444528288,0.2621258406906349,0.017101071512899746,0.07401410831836495,0.0,0.019235613615588797,11.683918182134342,10.941784394358983,3.9153296009630605,0.07429512130533979,0.015918480133044064,0.1711383984913094,20.76962734113371,0.12006007988623825,9.605917074517202e-07,0.010098168797418152,0.22960707490118043,0.3451790181427326,9.334116767946011e-06,7.448240662954072,14.804160146657356,5.487097859928411,1.8297549486160278,37.379615783691406,4.074592028694266,683.4464111328125,0.0,lanthanum,74,6.26647105597399,False,False
AL2O3=1.24; BAO=52.38; R2O3=5.54; R2O5=11.04; SIO2=14.03; ZRO2=14.40,14.025677290436164,1.2401371753167203,0.18200068657586968,0.02488409103216665,0.0022332315089850004,0.02767660611988466,0.0,0.00643544350365479,0.1109373193462728,0.33395809406036603,52.37976853527662,0.04475963771818449,0.0014624840026931816,0.12474659597687553,14.395954400510014,0.057258209997781626,9.443205807729406e-06,0.01220674611993837,0.047596446299896816,0.27308883839466974,3.060201616056532e-05,5.544420565566271,11.03824068894292,0.12651686807208598,1.8263556957244873,38.03730010986328,2.1852014139942666,633.1920166015625,0.0,lanthanum,75,4.353551318581941,False,False
AL2O3=0.79; B2O3=7.07; BAO=1.64; MgO=10.34; R2O3=1.37; R2O5=5.58; RO=0.61; RO2=21.18; SIO2=18.28; SRO=10.08; ZNO=1.43; ZRO2=20.90,18.278256536937956,0.7889951931239899,7.067044988276133,0.2083137726098706,0.035414386462172945,0.3456673554207262,0.0,0.029567137251255038,10.343002031349195,10.080060039209684,1.6371005478515097,1.4280590001492977,0.012315035366290748,0.005387408711642159,20.89607748454046,0.07972644650309776,1.3148556857241186e-08,0.013760115429612437,0.002790901948086087,0.613379472289536,0.0008768603752732056,1.370727001287029,5.580898604507239,21.182579667251385,1.8142589330673218,37.9405403137207,3.8197772538216594,686.5090942382812,0.0,lanthanum,76,6.052321252683042,False,False
AL2O3=0.77; BAO=49.20; MgO=7.67; R2O3=0.67; R2O5=10.05; RO2=3.79; SIO2=12.88; ZRO2=14.10,12.87931634620658,0.7701425375958962,0.028714608628720373,0.0959481807370647,0.027370146313568187,0.038634924223834965,0.0,0.009003743634943528,7.671445175731852,0.047188879481785566,49.19782729319997,0.03440677629133048,0.010714861382072035,0.1173474594789764,14.09874195139288,0.049516156359212506,1.0943705951323839e-06,0.01164669425184995,0.15586080799989832,0.24467618924472745,7.305668376815679e-05,0.67385012192075,10.04929122158355,3.7882817732861667,1.792706847190857,42.171993255615234,2.5762639304518444,671.8253784179688,0.0,lanthanum,77,5.226924054431866,False,False
Li2O=1.77; MgO=10.86; R2O3=31.71; R2O5=1.36; SIO2=24.63; SRO=8.80; ZNO=1.77; ZRO2=18.00,24.625318989480586,0.034761119340146085,0.3345597922035831,0.02675289054627381,0.0030079748584041894,0.05887955451717445,0.0,1.7729570454280512,10.861267028487772,8.802832641091179,0.24848348737310505,1.772047295343301,0.03603598173450562,0.010355642961074241,18.001808682859384,0.017974659555234612,5.34893383216383e-11,0.0006055856529327533,0.2243238981153676,0.08398005512328593,0.00011789248970923569,31.714221108962544,1.3612415158312163,0.008467157991678275,1.7517184019088745,49.470001220703125,3.935445218858447,685.7673950195312,0.0,lanthanum,78,5.307331652252278,False,False
MgO=10.71; R2O3=30.63; R2O5=1.36; SIO2=24.11; SRO=9.50; ZNO=1.65; ZRO2=21.38,24.110033288318466,0.028286833980083286,0.21757938094704143,0.02675339631880582,0.005497182126328122,0.005303856363657367,0.0,0.02681613730391125,10.710252341679222,9.502212687058943,0.2094805285834373,1.6483149907828776,0.03512788882529615,0.010148341287961327,21.382244944722625,0.0006116124155350851,2.924020287295256e-09,0.0002855719335701515,0.01571893322426094,0.05725244930932653,1.231918940138889e-05,30.625217243724297,1.3621025398220572,0.020747529158867344,1.7462607622146606,49.81583023071289,4.014692696959,720.2603149414062,0.0,lanthanum,79,6.043749436642197,False,False
Li2O=1.71; MgO=10.48; R2O3=30.59; R2O5=1.31; SIO2=23.77; SRO=8.49; ZNO=1.72; ZRO2=20.95,23.766409473385053,0.05166780850236266,0.21274535090773533,0.02580869296285856,0.0029018135227770513,0.04180053454139774,0.0,1.7103835543543784,10.477937157519706,8.492151696445188,0.23971368704478285,1.719379221728811,0.034764153301205525,0.01004061057100007,20.952202699115514,0.0006051197836696034,5.160152347432618e-11,0.0005842125415277992,0.21693752885665057,0.11570166032361298,0.00010993612158017999,30.59492183626582,1.313198821249514,0.020034430903259258,1.7435436248779297,50.96366500854492,3.9888712667218096,680.9249267578125,0.0,lanthanum,80,5.710639713893874,False,False
B2O3=0.85; BAO=20.70; MgO=3.39; R2O3=37.51; RO=0.87; SIO2=31.35; ZRO2=4.30,31.345489795128994,0.019177219663911355,0.8509630160882147,0.14656488933555437,0.012981864676475958,0.21273626617017866,0.0,0.057456486513372505,3.392724800546851,0.011605121531257123,20.701153189073846,0.031131082721844464,0.0006665820272979207,1.0232578880780169e-05,4.296564980597998,0.017856348699188566,0.00014341472067695766,0.004856197928690884,0.27798532018666816,0.874748448356252,2.6435193823703852e-05,37.51024120689353,0.007472990866525953,0.22744411049996255,1.7411926984786987,51.952640533447266,0.5183724201049533,694.1062622070312,0.0,uncertain,81,2.3178279466605454,False,False
CAO=3.06; Li2O=1.81; MgO=10.23; R2O3=30.31; R2O5=1.30; SIO2=25.94; SRO=8.44; ZNO=0.72; ZRO2=17.20,25.943690149683963,0.12830586540089528,0.22482345771163748,3.0554964519961954,0.0028743479069387404,0.05626387594798992,0.0,1.8094768190536035,10.230271914771226,8.439315914215157,0.22452792672108418,0.7174961762081455,0.034435111179091045,0.009895601549661938,17.202092286150222,0.017176149237475652,3.8929405693841775e-08,0.01469948572999633,0.19459461907356873,0.08024930627122319,0.00011265520723777428,30.305341419343012,1.3007694166510941,0.008091011061180146,1.7268991470336914,51.11286163330078,3.7587233762841756,697.8941650390625,0.0,lanthanum,82,5.036728953030939,False,False
B2O3=18.46; BAO=21.01; R2O3=35.77; R2O5=1.70; RO=0.72; SIO2=17.35; ZNO=0.76; ZRO2=3.35,17.352032138719746,0.047329165247631984,18.461888383894024,0.4030615079717693,0.022771940205476203,0.0072536997896095684,0.0,0.0010717442807520665,0.30277378555013884,0.04404142732904123,21.008400456381697,0.7552232142007776,0.0009624021089923913,0.006699085578831019,3.352131074964833,0.02963010940784563,4.721150378404696e-06,5.021863606689987e-05,0.004112853426499454,0.7193163232401825,2.845001463315561e-06,35.76840935891669,1.7022662680559815,0.010567275941575395,1.7227215766906738,54.180442810058594,30.06850038454227,613.2488403320312,0.0,uncertain,83,1.7180089839185246,False,False
AL2O3=1.40; BAO=57.71; NA2O=0.70; R2O3=6.27; SIO2=15.85; ZRO2=16.35,15.854918851060319,1.4018769911551499,0.2056274442246985,0.028129496767077763,0.002524491589060871,0.7012722468020967,0.0,0.007274759885613839,0.1254058652118483,0.37751321175714964,57.70772953110765,0.049744487000897265,0.002228059941830783,0.19434088517971965,16.350047538263418,0.06472587770793971,1.0674797278952314e-05,0.013798761026612765,0.05380401802045502,0.0988684390789477,0.0008739540625696509,6.267901786169407,0.2855731985732864,0.20580943061696402,1.7200766801834106,57.82878112792969,2.320796224753246,611.9917602539062,0.0,lanthanum,84,4.956548907552543,False,False
AL2O3=1.05; BAO=0.56; CAO=10.01; MgO=15.08; NA2O=0.85; R2O3=3.85; R2O5=3.82; RO=2.89; SIO2=30.81; TIO2=0.61; ZRO2=29.03,30.810416780934723,1.0498845681242794,0.34878342086185915,10.005722594560716,0.0023833609788683047,0.8457085215889085,0.0,0.029609579986456847,15.082361177344774,0.28938428999426413,0.5620746889820899,0.13201682348252922,0.05468035933267978,0.0014247375412072306,29.033054200991547,0.6144302283751462,2.619602404013554e-09,0.001057209983071932,0.31323425008129324,2.887729128471108,0.2214415911642838,3.851426268779661,3.8224305395933507,0.04074567622757314,1.7200618982315063,50.559104919433594,3.391066643215304,717.269287109375,0.0,lanthanum,85,7.55997082173969,False,False
B2O3=20.14; BAO=21.24; CAO=2.97; R2O3=27.06; R2O5=1.86; RO=0.78; SIO2=18.80; ZRO2=6.41,18.79617937399046,0.007245320171874197,20.13641125084608,2.9677787165458804,0.17087930838890444,0.010851737326798882,0.0,0.04245737771924578,0.019258612225223296,0.04969014449395816,21.240392235184135,0.0396042450586555,0.0004388822551596552,0.007296010449911577,6.406670731239185,0.03283174176970818,0.003937988117249499,0.0015867043190052146,0.37174418735707854,0.7824318714189298,3.899001995212492e-07,27.056845725399036,1.8551665916162055,0.00030085420711451947,1.7167705297470093,55.85576248168945,67.18743359293761,610.215576171875,0.0,uncertain,86,1.8938192540781886,False,False
B2O3=4.21; BAO=42.12; CAO=1.34; MgO=1.06; NA2O=0.54; R2O3=4.93; R2O5=1.17; RO=2.02; SIO2=22.11; WO3=3.97; ZNO=0.98; ZRO2=15.22,22.110621614458164,0.0539920423700099,4.213617291039648,1.3394488049096775,0.001062351494804349,0.5388736411399112,0.0,0.0026524846079518894,1.0603807982395625,0.14507044840282773,42.116555587580066,0.9788506261295463,0.02388248876732604,0.020141437573818716,15.215927080911012,0.05111938405527841,0.014880871853197806,0.0009746613536252596,3.9687266016879144,2.023557559066322,6.260068146437632e-05,4.932626660797265,1.1723628636230075,0.01461209925759359,1.7140837907791138,57.558956146240234,33.530317276185784,652.3165893554688,0.0,lanthanum,87,3.702865990332573,False,False
BAO=58.43; CAO=5.83; NA2O=1.85; R2O3=2.37; SIO2=14.52; SRO=0.83; ZNO=0.59; ZRO2=14.50,14.516744718901478,0.02282438185487382,0.21196114552292644,5.829404186789094,0.19177267019015798,1.8537454464256415,0.0,0.10586324461843297,0.23317757508058806,0.8325976342237094,58.425012824092434,0.5928962633356356,0.013883546993266719,0.004705619726296836,14.498751454577002,0.002211484448936483,3.650714796505278e-08,0.011464581036167805,0.045488422319840176,0.20392759867317833,0.004794245856720931,2.3676646157883208,0.018522826910561233,0.012585476127584434,1.7083486318588257,59.831600189208984,2.369183471543532,626.8916015625,0.0,lanthanum,88,4.747165278938192,False,False
B2O3=32.35; BAO=27.78; CAO=4.03; R2O3=3.71; R2O5=1.73; RO=1.19; SIO2=16.85; TEO2=10.91,16.85470932446744,0.0010340918362858132,32.34777335896279,4.034150183732685,0.0074556209220422815,0.3160986123729704,0.0,0.06293097462331011,0.018507786699394273,0.023613074503727214,27.781612630814973,0.12150886276331516,0.0048444462344453335,6.174866188173988e-05,0.43596568916892875,0.030569468085180528,10.90558745913117,0.007195238085041402,0.41845983816523663,1.186315341384966,3.91629599267593e-05,3.7069592892785086,1.7330259251671638,0.0015818719786150524,1.7048298120498657,59.971744537353516,45.31291501067814,506.9884338378906,0.0,uncertain,89,2.4921455176771072,False,False
BAO=62.07; CAO=6.20; R2O5=3.31; SIO2=15.84; ZRO2=10.92,15.842449251314115,0.019736373799761994,0.21892555207030218,6.196818510623918,0.2256492471030098,0.010237038934243662,0.0,0.11136750759468791,0.3468379548384389,0.09403350143624009,62.07197632129207,0.0919406694689235,0.030661455574286258,0.004999166044361233,10.915971068067574,0.005526261304685117,2.0951311058694131e-10,0.01014563432737981,0.08232956131698692,0.14234027102378993,0.0003999620063858722,0.20330353264223136,3.3132949488935783,0.061056210113518986,1.7025704383850098,54.894657135009766,2.071050488522266,662.5174560546875,0.0,lanthanum,90,4.444065497466253,False,False
B2O3=0.71; BAO=54.03; CAO=5.84; MgO=8.44; R2O3=2.54; RO=2.93; SIO2=14.53; ZRO2=10.29,14.5272365958953,0.012118872641482386,0.7073346742108451,5.837778802943692,0.004263993846655947,0.00968187063275925,0.0,0.11137905482791381,8.438848865339516,0.21771057658934267,54.03468806979495,0.022650787003420405,0.0010820370510558554,0.02442892683496228,10.28983745948448,0.015805757173188363,9.741560424343709e-06,0.009591085972068649,0.04910023852651393,2.9265420611316064,0.00037994880054816814,2.54346625206284,0.0855502056592969,0.13051412201713855,1.7010772228240967,64.25194549560547,2.851520195390116,658.9488525390625,0.0,lanthanum,91,5.12931187640519,False,False
R2O3=39.13; SIO2=59.71,59.70750234245175,0.017299782060018695,0.00035015542252829333,0.0016553193682840137,0.0037366773010800965,0.010148651190435676,0.0,0.23872874007100386,0.00042777212051118917,0.00028540718653857143,0.02252486190694408,0.0031613541966580335,0.04086213335369972,0.09268354310315977,0.014865266268058714,0.0694379456325659,0.0005496520205755614,0.0001802935604331797,2.3377989188541472e-05,0.09052783588325287,0.0,39.12940454916504,0.48254751177831107,0.0730968279699719,1.698240876197815,48.58356475830078,3.4013593459203313,753.5369873046875,0.0,uncertain,92,0.06492159920526354,False,False
AL2O3=1.03; BAO=1.98; CAO=9.22; Li2O=0.53; MgO=11.02; R2O3=19.74; R2O5=0.73; RO=2.13; SIO2=29.54; SRO=0.59; ZRO2=22.91,29.540699945213927,1.0267729476627079,0.32366113538338226,9.220184711380783,0.022248478143889923,0.02864158430444618,0.0,0.5308680314879769,11.024995962267248,0.5859145939624882,1.9754295628774905,0.023433792122287304,7.014660830512208e-05,0.0,22.913689599119543,0.11465191577170364,0.0,0.01679368835997644,0.0010639710425214856,2.131139775979352,0.0009915663019280303,19.736023141367568,0.7310525005374424,0.05167295010503496,1.6945401430130005,58.33283996582031,3.598431084495365,684.8380737304688,0.0,lanthanum,93,5.53141274560898,False,False
AL2O3=1.27; B2O3=0.72; BAO=53.72; MgO=8.51; R2O3=2.54; RO=2.87; SIO2=14.44; ZRO2=14.76,14.441445701909778,1.2717638097981923,0.7183263130744996,0.14249724110845968,0.002290184560673928,0.028382429574630875,0.0,0.11072130353282933,8.51069388208265,0.21642488230933207,53.715585109976274,0.022517022315713172,0.001075647059034815,0.02376476386599543,14.762062298491182,0.34823762373978656,9.684031439247223e-06,0.01158807095999339,0.04881027605978559,2.8716251120933687,0.00031202247333463046,2.537078265629876,0.08504498716328714,0.12974336818989315,1.6901148557662964,63.90468978881836,2.770225520737914,640.0361328125,0.0,lanthanum,94,5.634335690637985,False,False
B2O3=0.55; BAO=4.87; CAO=9.27; K2O=0.71; MgO=13.47; NA2O=0.88; R2O3=9.75; R2O5=1.49; RO=2.64; SIO2=27.54; ZNO=0.73; ZRO2=27.38,27.538137661179036,0.01585579776339936,0.5549292616004505,9.272363661231584,0.7078126125805714,0.8785893067127928,0.0,0.17754984221270803,13.466751368605332,0.10173672043795945,4.865131799913944,0.7258578550726482,0.008654615313819536,2.9029590756493535e-06,27.377587798226248,0.2807383937608462,6.876191085598367e-05,0.0026589177399652534,0.12353033296637647,2.6412252899708126,0.00010757123734827061,9.747046178406833,1.4925920081612274,0.021071342036176992,1.682188630104065,55.4871711730957,3.524774951762869,678.9199829101562,0.0,lanthanum,95,6.857654948345097,False,False
AL2O3=0.88; B2O3=0.54; BAO=63.15; MgO=0.76; R2O3=0.87; R2O5=1.48; SIO2=10.59; ZRO2=20.34,10.585003585043106,0.8834055550359158,0.5419829809166051,0.0023561518583753954,0.009128853661628331,0.023717520414098966,0.0,0.18244213842907214,0.7637615690897394,0.24480803615424201,63.14589976250965,0.2349271817319303,0.009747752298906747,0.13932543004529313,20.344692967334844,0.0023017344668822444,0.0,0.0030968758575615754,0.05487531766724588,0.001605601745526387,0.0013320488525087406,0.8672601856330372,1.4817476432774999,0.4765811079763334,1.6752365827560425,63.78871154785156,2.544987771796223,637.3030395507812,0.0,lanthanum,96,6.1792153491354105,False,False
AL2O3=2.05; B2O3=0.53; BAO=4.64; CAO=8.94; K2O=1.97; MgO=12.84; NA2O=0.84; R2O3=10.46; R2O5=1.39; RO=2.52; SIO2=26.25; SRO=0.53; ZNO=0.69; ZRO2=25.70,26.25266053093301,2.0545485467943734,0.5290252268589396,8.93936653927269,1.9687506506490002,0.8375768579207253,0.0,0.16926183579588436,12.838124948182742,0.5304832277633943,4.6380280014882995,0.6919748930515567,0.008086508099972177,0.0006698036276211579,25.697321562235953,0.3335437106985256,6.600421817680566e-05,0.00296993297866259,0.11776395108995025,2.5163512534171373,0.00010254982423802951,10.46420375814475,1.3890319727650746,0.020087734189329676,1.6697754859924316,56.73245620727539,3.4624198784482254,681.0482788085938,0.0,lanthanum,97,6.570354649290376,False,False
